,state,date,new_confirmed,new_deaths
3160,MS,2020-07-06,24016,667
3161,MS,2020-07-07,47136,1320
3162,MS,2020-07-08,45251,1174
3163,MS,2020-07-09,42949,1221
3164,MS,2020-07-10,44303,1299
3165,MS,2020-07-11,34052,921
3166,MS,2020-07-12,24574,628
3167,MS,2020-07-13,22405,807
3168,MS,2020-07-14,41036,1309
3169,MS,2020-07-15,41802,1263
3170,MS,2020-07-16,44335,1327
3171,MS,2020-07-17,34362,1119
3172,MS,2020-07-18,24646,832
3173,MS,2020-07-19,24582,720
3174,MS,2020-07-20,23003,773
3175,MS,2020-07-21,46932,1318
3176,MS,2020-07-22,65871,1295
3177,MS,2020-07-23,57605,1314
3178,MS,2020-07-24,55015,1105
3179,MS,2020-07-25,45058,1071
3180,MS,2020-07-26,25248,645
3181,MS,2020-07-27,28616,658
3182,MS,2020-07-28,55004,1260
3183,MS,2020-07-29,55439,1221
3184,MS,2020-07-30,57393,1183
3185,MS,2020-07-31,49701,1200
3186,MS,2020-08-01,42567,927
3187,MS,2020-08-02,21536,498
3188,MS,2020-08-03,26032,754
3189,MS,2020-08-04,53790,1152
3190,MS,2020-08-05,52713,1272
3191,MS,2020-08-06,57102,1445
3192,MS,2020-08-07,50733,1091
3193,MS,2020-08-08,47895,893
3194,MS,2020-08-09,18653,451
3195,MS,2020-08-10,30302,892
3196,MS,2020-08-11,47279,1180
3197,MS,2020-08-12,54737,1131
3198,MS,2020-08-13,55155,1138
3199,MS,2020-08-14,51781,1071
3200,MS,2020-08-15,36359,695
3201,MS,2020-08-16,22528,571
3202,MS,2020-08-17,22896,759
3203,MS,2020-08-18,44966,1279
3204,MS,2020-08-19,47684,1150
3205,MS,2020-08-20,40853,1211
3206,MS,2020-08-21,33558,1040
3207,MS,2020-08-22,45315,809
3208,MS,2020-08-23,21516,442
3209,MS,2020-08-24,21849,675
3210,MS,2020-08-25,44544,1170
3211,MS,2020-08-26,46701,1064
3212,MS,2020-08-27,37922,891
3213,MS,2020-08-28,43310,840
3214,MS,2020-08-29,30490,589
3215,MS,2020-08-30,18300,637
3216,MS,2020-08-31,52319,654
3217,MS,2020-09-01,42719,1139
3218,MS,2020-09-02,45403,1181
3219,MS,2020-09-03,45005,828
3220,MS,2020-09-04,38627,835
3221,MS,2020-09-05,33806,587
3222,MS,2020-09-06,13851,389
3223,MS,2020-09-07,8208,327
3224,MS,2020-09-08,18709,506
3225,MS,2020-09-09,36084,1138
3226,MS,2020-09-10,37073,897
3227,MS,2020-09-11,42089,872
3228,MS,2020-09-12,26849,688
3229,MS,2020-09-13,17055,447
3230,MS,2020-09-14,18872,422
3231,MS,2020-09-15,33044,1063
3232,MS,2020-09-16,33727,894
3233,MS,2020-09-17,32567,779
3234,MS,2020-09-18,43631,923
3235,MS,2020-09-19,28941,667
3236,MS,2020-09-20,14502,320
3237,MS,2020-09-21,16462,462
3238,MS,2020-09-22,30967,723
3239,MS,2020-09-23,32147,827
3240,MS,2020-09-24,30497,873
3241,MS,2020-09-25,32712,816
3242,MS,2020-09-26,24774,727
3243,MS,2020-09-27,13220,322
3244,MS,2020-09-28,15171,349
3245,MS,2020-09-29,30435,822
3246,MS,2020-09-30,30719,840
3247,MS,2020-10-01,33531,850
3248,MS,2020-10-02,31946,636
3249,MS,2020-10-03,21858,563
3250,MS,2020-10-04,7090,273
3251,MS,2020-10-05,23624,338
3252,MS,2020-10-06,27922,801
3253,MS,2020-10-07,24139,557
3254,MS,2020-10-08,31451,910
3255,MS,2020-10-09,25352,619
3256,MS,2020-10-10,22790,514
3257,MS,2020-10-11,10999,261
3258,MS,2020-10-12,7027,164
3259,MS,2020-10-13,10890,311
3260,MS,2020-10-14,23850,652
3261,MS,2020-10-15,18146,523
3262,MS,2020-10-16,19757,402
3263,MS,2020-10-17,30084,721
3264,MS,2020-10-18,13940,301
3265,MS,2020-10-19,13588,250
3266,MS,2020-10-20,22877,593
3267,MS,2020-10-21,23548,595
3268,MS,2020-10-22,27499,563
3269,MS,2020-10-23,25300,441
3270,MS,2020-10-24,20877,304
3271,MS,2020-10-25,9803,174
3272,MS,2020-10-26,12326,248
3273,MS,2020-10-27,16967,285
3274,MS,2020-10-28,14614,226
3275,SE,2020-03-14,38,0
3276,SE,2020-03-15,19,0
3277,SE,2020-03-16,121,0
3278,SE,2020-03-17,47,1
3279,SE,2020-03-18,186,2
3280,SE,2020-03-19,125,4
3281,SE,2020-03-20,237,4
3282,SE,2020-03-21,204,1
3283,SE,2020-03-22,199,0
3284,SE,2020-03-23,274,1
3285,SE,2020-03-24,238,3
3286,SE,2020-03-25,784,43
3287,SE,2020-03-26,422,18
3288,SE,2020-03-27,488,16
3289,SE,2020-03-28,250,5
3290,SE,2020-03-29,305,8
3291,SE,2020-03-30,629,60
3292,SE,2020-03-31,1164,36
3293,SE,2020-04-01,1107,42
3294,SE,2020-04-02,1169,40
3295,SE,2020-04-03,1112,81
3296,SE,2020-04-04,1130,78
3297,SE,2020-04-05,1082,53
3298,SE,2020-04-06,838,74
3299,SE,2020-04-07,1821,121
3300,SE,2020-04-08,2173,135
3301,SE,2020-04-09,1921,133
3302,SE,2020-04-10,1760,114
3303,SE,2020-04-11,1055,68
3304,SE,2020-04-12,1464,96
3305,SE,2020-04-13,1402,112
3306,SE,2020-04-14,1919,208
3307,SE,2020-04-15,3240,203
3308,SE,2020-04-16,2084,202
3309,SE,2020-04-17,3296,211
3310,SE,2020-04-18,2776,202
3311,SE,2020-04-19,1934,115
3312,SE,2020-04-20,1830,108
3313,SE,2020-04-21,2711,172
3314,SE,2020-04-22,2775,170
3315,SE,2020-04-23,3874,409
3316,SE,2020-04-24,3912,369
3317,SE,2020-04-25,5297,356
3318,SE,2020-04-26,3715,227
3319,SE,2020-04-27,4145,305
3320,SE,2020-04-28,6234,486
3321,SE,2020-04-29,6116,442
3322,SE,2020-04-30,7410,446
3323,SE,2020-05-01,5456,458
3324,SE,2020-05-02,4848,370
3325,SE,2020-05-03,4386,265
3326,SE,2020-05-04,6961,308
3327,SE,2020-05-05,7635,591
3328,SE,2020-05-06,9887,564
3329,SE,2020-05-07,10308,732
3330,SE,2020-05-08,10488,759
3331,SE,2020-05-09,10138,670
3332,SE,2020-05-10,6237,477
3333,SE,2020-05-11,6263,484
3334,SE,2020-05-12,9611,844
3335,SE,2020-05-13,11696,778
3336,SE,2020-05-14,14133,789
3337,SE,2020-05-15,15460,913
3338,SE,2020-05-16,13936,715
3339,SE,2020-05-17,7769,503
3340,SE,2020-05-18,14562,724
3341,SE,2020-05-19,15780,987
3342,SE,2020-05-20,21529,1143
3343,SE,2020-05-21,18233,1053
3344,SE,2020-05-22,22114,1039
3345,SE,2020-05-23,16569,1043
3346,SE,2020-05-24,14641,665
3347,SE,2020-05-25,13069,732
3348,SE,2020-05-26,16330,1050
3349,SE,2020-05-27,19778,1055
3350,SE,2020-05-28,28757,1178
3351,SE,2020-05-29,26884,1135
3352,SE,2020-05-30,32329,891
3353,SE,2020-05-31,13181,472
3354,SE,2020-06-01,14961,738
3355,SE,2020-06-02,31907,1368
3356,SE,2020-06-03,26086,1194
3357,SE,2020-06-04,31127,1468
3358,SE,2020-06-05,32603,1111
3359,SE,2020-06-06,23530,796
3360,SE,2020-06-07,18573,488
3361,SE,2020-06-08,16872,832
3362,SE,2020-06-09,31570,1214
3363,SE,2020-06-10,33160,1226
3364,SE,2020-06-11,28885,1230
3365,SE,2020-06-12,25126,901
3366,SE,2020-06-13,20030,837
3367,SE,2020-06-14,18181,656
3368,SE,2020-06-15,24225,722
3369,SE,2020-06-16,37338,1374
3370,SE,2020-06-17,30961,1185
3371,SE,2020-06-18,25121,1239
3372,SE,2020-06-19,55860,1164
3373,SE,2020-06-20,29049,990
3374,SE,2020-06-21,16637,609
3375,SE,2020-06-22,26346,735
3376,SE,2020-06-23,39721,1407
3377,SE,2020-06-24,39988,1092
3378,SE,2020-06-25,42052,1180
3379,SE,2020-06-26,43326,971
3380,SE,2020-06-27,38485,1020
3381,SE,2020-06-28,33592,630
3382,SE,2020-06-29,21582,729
3383,SE,2020-06-30,39681,1318
3384,SE,2020-07-01,46128,1062
3385,SE,2020-07-02,45098,1283
3386,SE,2020-07-03,42333,1206
3387,SE,2020-07-04,31282,1018
3388,SE,2020-07-05,28185,605
3389,SE,2020-07-06,24016,667
3390,SE,2020-07-07,47136,1320
3391,SE,2020-07-08,45251,1174
3392,SE,2020-07-09,42949,1221
3393,SE,2020-07-10,44303,1299
3394,SE,2020-07-11,34052,921
3395,SE,2020-07-12,24574,628
3396,SE,2020-07-13,22405,807
3397,SE,2020-07-14,41036,1309
3398,SE,2020-07-15,41802,1263
3399,SE,2020-07-16,44335,1327
3400,SE,2020-07-17,34362,1119
3401,SE,2020-07-18,24646,832
3402,SE,2020-07-19,24582,720
3403,SE,2020-07-20,23003,773
3404,SE,2020-07-21,46932,1318
3405,SE,2020-07-22,65871,1295
3406,SE,2020-07-23,57605,1314
3407,SE,2020-07-24,55015,1105
3408,SE,2020-07-25,45058,1071
3409,SE,2020-07-26,25248,645
3410,SE,2020-07-27,28616,658
3411,SE,2020-07-28,55004,1260
3412,SE,2020-07-29,55439,1221
3413,SE,2020-07-30,57393,1183
3414,SE,2020-07-31,49701,1200
3415,SE,2020-08-01,42567,927
3416,SE,2020-08-02,21536,498
3417,SE,2020-08-03,26032,754
3418,SE,2020-08-04,53790,1152
3419,SE,2020-08-05,52713,1272
3420,SE,2020-08-06,57102,1445
3421,SE,2020-08-07,50733,1091
3422,SE,2020-08-08,47895,893
3423,SE,2020-08-09,18653,451
3424,SE,2020-08-10,30302,892
3425,SE,2020-08-11,47279,1180
3426,SE,2020-08-12,54737,1131
3427,SE,2020-08-13,55155,1138
3428,SE,2020-08-14,51781,1071
3429,SE,2020-08-15,36359,695
3430,SE,2020-08-16,22528,571
3431,SE,2020-08-17,22896,759
3432,SE,2020-08-18,44966,1279
3433,SE,2020-08-19,47684,1150
3434,SE,2020-08-20,40853,1211
3435,SE,2020-08-21,33558,1040
3436,SE,2020-08-22,45315,809
3437,SE,2020-08-23,21516,442
3438,SE,2020-08-24,21849,675
3439,SE,2020-08-25,44544,1170
3440,SE,2020-08-26,46701,1064
3441,SE,2020-08-27,37922,891
3442,SE,2020-08-28,43310,840
3443,SE,2020-08-29,30490,589
3444,SE,2020-08-30,18300,637
3445,SE,2020-08-31,52319,654
3446,SE,2020-09-01,42719,1139
3447,SE,2020-09-02,45403,1181
3448,SE,2020-09-03,45005,828
3449,SE,2020-09-04,38627,835
3450,SE,2020-09-05,33806,587
3451,SE,2020-09-06,13851,389
3452,SE,2020-09-07,8208,327
3453,SE,2020-09-08,18709,506
3454,SE,2020-09-09,36084,1138
3455,SE,2020-09-10,37073,897
3456,SE,2020-09-11,42089,872
3457,SE,2020-09-12,26849,688
3458,SE,2020-09-13,17055,447
3459,SE,2020-09-14,18872,422
3460,SE,2020-09-15,33044,1063
3461,SE,2020-09-16,33727,894
3462,SE,2020-09-17,32567,779
3463,SE,2020-09-18,43631,923
3464,SE,2020-09-19,28941,667
3465,SE,2020-09-20,14502,320
3466,SE,2020-09-21,16462,462
3467,SE,2020-09-22,30967,723
3468,SE,2020-09-23,32147,827
3469,SE,2020-09-24,30497,873
3470,SE,2020-09-25,32712,816
3471,SE,2020-09-26,24774,727
3472,SE,2020-09-27,13220,322
3473,SE,2020-09-28,15171,349
3474,SE,2020-09-29,30435,822
3475,SE,2020-09-30,30719,840
3476,SE,2020-10-01,33531,850
3477,SE,2020-10-02,31946,636
3478,SE,2020-10-03,21858,563
3479,SE,2020-10-04,7090,273
3480,SE,2020-10-05,23624,338
3481,SE,2020-10-06,27922,801
3482,SE,2020-10-07,24139,557
3483,SE,2020-10-08,31451,910
3484,SE,2020-10-09,25352,619
3485,SE,2020-10-10,22790,514
3486,SE,2020-10-11,10999,261
3487,SE,2020-10-12,7027,164
3488,SE,2020-10-13,10890,311
3489,SE,2020-10-14,23850,652
3490,SE,2020-10-15,18146,523
3491,SE,2020-10-16,19757,402
3492,SE,2020-10-17,30084,721
3493,SE,2020-10-18,13940,301
3494,SE,2020-10-19,13588,250
3495,SE,2020-10-20,22877,593
3496,SE,2020-10-21,23548,595
3497,SE,2020-10-22,27499,563
3498,SE,2020-10-23,25300,441
3499,SE,2020-10-24,20877,304
3500,SE,2020-10-25,9803,174
3501,SE,2020-10-26,12326,248
3502,SE,2020-10-27,16967,285
3503,SE,2020-10-28,14614,226
3504,CE,2020-03-16,121,0
3505,CE,2020-03-17,47,1
3506,CE,2020-03-18,186,2
3507,CE,2020-03-19,125,4
3508,CE,2020-03-20,237,4
3509,CE,2020-03-21,204,1
3510,CE,2020-03-22,199,0
3511,CE,2020-03-23,274,1
3512,CE,2020-03-24,238,3
3513,CE,2020-03-25,784,43
3514,CE,2020-03-26,422,18
3515,CE,2020-03-27,488,16
3516,CE,2020-03-28,250,5
3517,CE,2020-03-29,305,8
3518,CE,2020-03-30,629,60
3519,CE,2020-03-31,1164,36
3520,CE,2020-04-01,1107,42
3521,CE,2020-04-02,1169,40
3522,CE,2020-04-03,1112,81
3523,CE,2020-04-04,1130,78
3524,CE,2020-04-05,1082,53
3525,CE,2020-04-06,838,74
3526,CE,2020-04-07,1821,121
3527,CE,2020-04-08,2173,135
3528,CE,2020-04-09,1921,133
3529,CE,2020-04-10,1760,114
3530,CE,2020-04-11,1055,68
3531,CE,2020-04-12,1464,96
3532,CE,2020-04-13,1402,112
3533,CE,2020-04-14,1919,208
3534,CE,2020-04-15,3240,203
3535,CE,2020-04-16,2084,202
3536,CE,2020-04-17,3296,211
3537,CE,2020-04-18,2776,202
3538,CE,2020-04-19,1934,115
3539,CE,2020-04-20,1830,108
3540,CE,2020-04-21,2711,172
3541,CE,2020-04-22,2775,170
3542,CE,2020-04-23,3874,409
3543,CE,2020-04-24,3912,369
3544,CE,2020-04-25,5297,356
3545,CE,2020-04-26,3715,227
3546,CE,2020-04-27,4145,305
3547,CE,2020-04-28,6234,486
3548,CE,2020-04-29,6116,442
3549,CE,2020-04-30,7410,446
3550,CE,2020-05-01,5456,458
3551,CE,2020-05-02,4848,370
3552,CE,2020-05-03,4386,265
3553,CE,2020-05-04,6961,308
3554,CE,2020-05-05,7635,591
3555,CE,2020-05-06,9887,564
3556,CE,2020-05-07,10308,732
3557,CE,2020-05-08,10488,759
3558,CE,2020-05-09,10138,670
3559,CE,2020-05-10,6237,477
3560,CE,2020-05-11,6263,484
3561,CE,2020-05-12,9611,844
3562,CE,2020-05-13,11696,778
3563,CE,2020-05-14,14133,789
3564,CE,2020-05-15,15460,913
3565,CE,2020-05-16,13936,715
3566,CE,2020-05-17,7769,503
3567,CE,2020-05-18,14562,724
3568,CE,2020-05-19,15780,987
3569,CE,2020-05-20,21529,1143
3570,CE,2020-05-21,18233,1053
3571,CE,2020-05-22,22114,1039
3572,CE,2020-05-23,16569,1043
3573,CE,2020-05-24,14641,665
3574,CE,2020-05-25,13069,732
3575,CE,2020-05-26,16330,1050
3576,CE,2020-05-27,19778,1055
3577,CE,2020-05-28,28757,1178
3578,CE,2020-05-29,26884,1135
3579,CE,2020-05-30,32329,891
3580,CE,2020-05-31,13181,472
3581,CE,2020-06-01,14961,738
3582,CE,2020-06-02,31907,1368
3583,CE,2020-06-03,26086,1194
3584,CE,2020-06-04,31127,1468
3585,CE,2020-06-05,32603,1111
3586,CE,2020-06-06,23530,796
3587,CE,2020-06-07,18573,488
3588,CE,2020-06-08,16872,832
3589,CE,2020-06-09,31570,1214
3590,CE,2020-06-10,33160,1226
3591,CE,2020-06-11,28885,1230
3592,CE,2020-06-12,25126,901
3593,CE,2020-06-13,20030,837
3594,CE,2020-06-14,18181,656
3595,CE,2020-06-15,24225,722
3596,CE,2020-06-16,37338,1374
3597,CE,2020-06-17,30961,1185
3598,CE,2020-06-18,25121,1239
3599,CE,2020-06-19,55860,1164
3600,CE,2020-06-20,29049,990
3601,CE,2020-06-21,16637,609
3602,CE,2020-06-22,26346,735
3603,CE,2020-06-23,39721,1407
3604,CE,2020-06-24,39988,1092
3605,CE,2020-06-25,42052,1180
3606,CE,2020-06-26,43326,971
3607,CE,2020-06-27,38485,1020
3608,CE,2020-06-28,33592,630
3609,CE,2020-06-29,21582,729
3610,CE,2020-06-30,39681,1318
3611,CE,2020-07-01,46128,1062
3612,CE,2020-07-02,45098,1283
3613,CE,2020-07-03,42333,1206
3614,CE,2020-07-04,31282,1018
3615,CE,2020-07-05,28185,605
3616,CE,2020-07-06,24016,667
3617,CE,2020-07-07,47136,1320
3618,CE,2020-07-08,45251,1174
3619,CE,2020-07-09,42949,1221
3620,CE,2020-07-10,44303,1299
3621,CE,2020-07-11,34052,921
3622,CE,2020-07-12,24574,628
3623,CE,2020-07-13,22405,807
3624,CE,2020-07-14,41036,1309
3625,CE,2020-07-15,41802,1263
3626,CE,2020-07-16,44335,1327
3627,CE,2020-07-17,34362,1119
3628,CE,2020-07-18,24646,832
3629,CE,2020-07-19,24582,720
3630,CE,2020-07-20,23003,773
3631,CE,2020-07-21,46932,1318
3632,CE,2020-07-22,65871,1295
3633,CE,2020-07-23,57605,1314
3634,CE,2020-07-24,55015,1105
3635,CE,2020-07-25,45058,1071
3636,CE,2020-07-26,25248,645
3637,CE,2020-07-27,28616,658
3638,CE,2020-07-28,55004,1260
3639,CE,2020-07-29,55439,1221
3640,CE,2020-07-30,57393,1183
3641,CE,2020-07-31,49701,1200
3642,CE,2020-08-01,42567,927
3643,CE,2020-08-02,21536,498
3644,CE,2020-08-03,26032,754
3645,CE,2020-08-04,53790,1152
3646,CE,2020-08-05,52713,1272
3647,CE,2020-08-06,57102,1445
3648,CE,2020-08-07,50733,1091
3649,CE,2020-08-08,47895,893
3650,CE,2020-08-09,18653,451
3651,CE,2020-08-10,30302,892
3652,CE,2020-08-11,47279,1180
3653,CE,2020-08-12,54737,1131
3654,CE,2020-08-13,55155,1138
3655,CE,2020-08-14,51781,1071
3656,CE,2020-08-15,36359,695
3657,CE,2020-08-16,22528,571
3658,CE,2020-08-17,22896,759
3659,CE,2020-08-18,44966,1279
3660,CE,2020-08-19,47684,1150
3661,CE,2020-08-20,40853,1211
3662,CE,2020-08-21,33558,1040
3663,CE,2020-08-22,45315,809
3664,CE,2020-08-23,21516,442
3665,CE,2020-08-24,21849,675
3666,CE,2020-08-25,44544,1170
3667,CE,2020-08-26,46701,1064
3668,CE,2020-08-27,37922,891
3669,CE,2020-08-28,43310,840
3670,CE,2020-08-29,30490,589
3671,CE,2020-08-30,18300,637
3672,CE,2020-08-31,52319,654
3673,CE,2020-09-01,42719,1139
3674,CE,2020-09-02,45403,1181
3675,CE,2020-09-03,45005,828
3676,CE,2020-09-04,38627,835
3677,CE,2020-09-05,33806,587
3678,CE,2020-09-06,13851,389
3679,CE,2020-09-07,8208,327
3680,CE,2020-09-08,18709,506
3681,CE,2020-09-09,36084,1138
3682,CE,2020-09-10,37073,897
3683,CE,2020-09-11,42089,872
3684,CE,2020-09-12,26849,688
3685,CE,2020-09-13,17055,447
3686,CE,2020-09-14,18872,422
3687,CE,2020-09-15,33044,1063
3688,CE,2020-09-16,33727,894
3689,CE,2020-09-17,32567,779
3690,CE,2020-09-18,43631,923
3691,CE,2020-09-19,28941,667
3692,CE,2020-09-20,14502,320
3693,CE,2020-09-21,16462,462
3694,CE,2020-09-22,30967,723
3695,CE,2020-09-23,32147,827
3696,CE,2020-09-24,30497,873
3697,CE,2020-09-25,32712,816
3698,CE,2020-09-26,24774,727
3699,CE,2020-09-27,13220,322
3700,CE,2020-09-28,15171,349
3701,CE,2020-09-29,30435,822
3702,CE,2020-09-30,30719,840
3703,CE,2020-10-01,33531,850
3704,CE,2020-10-02,31946,636
3705,CE,2020-10-03,21858,563
3706,CE,2020-10-04,7090,273
3707,CE,2020-10-05,23624,338
3708,CE,2020-10-06,27922,801
3709,CE,2020-10-07,24139,557
3710,CE,2020-10-08,31451,910
3711,CE,2020-10-09,25352,619
3712,CE,2020-10-10,22790,514
3713,CE,2020-10-11,10999,261
3714,CE,2020-10-12,7027,164
3715,CE,2020-10-13,10890,311
3716,CE,2020-10-14,23850,652
3717,CE,2020-10-15,18146,523
3718,CE,2020-10-16,19757,402
3719,CE,2020-10-17,30084,721
3720,CE,2020-10-18,13940,301
3721,CE,2020-10-19,13588,250
3722,CE,2020-10-20,22877,593
3723,CE,2020-10-21,23548,595
3724,CE,2020-10-22,27499,563
3725,CE,2020-10-23,25300,441
3726,CE,2020-10-24,20877,304
3727,CE,2020-10-25,9803,174
3728,CE,2020-10-26,12326,248
3729,CE,2020-10-27,16967,285
3730,CE,2020-10-28,14614,226
3731,AC,2020-03-17,47,1
3732,AC,2020-03-18,186,2
3733,AC,2020-03-19,125,4
3734,AC,2020-03-20,237,4
3735,AC,2020-03-21,204,1
3736,AC,2020-03-22,199,0
3737,AC,2020-03-23,274,1
3738,AC,2020-03-24,238,3
3739,AC,2020-03-25,784,43
3740,AC,2020-03-26,422,18
3741,AC,2020-03-27,488,16
3742,AC,2020-03-28,250,5
3743,AC,2020-03-29,305,8
3744,AC,2020-03-30,629,60
3745,AC,2020-03-31,1164,36
3746,AC,2020-04-01,1107,42
3747,AC,2020-04-02,1169,40
3748,AC,2020-04-03,1112,81
3749,AC,2020-04-04,1130,78
3750,AC,2020-04-05,1082,53
3751,AC,2020-04-06,838,74
3752,AC,2020-04-07,1821,121
3753,AC,2020-04-08,2173,135
3754,AC,2020-04-09,1921,133
3755,AC,2020-04-10,1760,114
3756,AC,2020-04-11,1055,68
3757,AC,2020-04-12,1464,96
3758,AC,2020-04-13,1402,112
3759,AC,2020-04-14,1919,208
3760,AC,2020-04-15,3240,203
3761,AC,2020-04-16,2084,202
3762,AC,2020-04-17,3296,211
3763,AC,2020-04-18,2776,202
3764,AC,2020-04-19,1934,115
3765,AC,2020-04-20,1830,108
3766,AC,2020-04-21,2711,172
3767,AC,2020-04-22,2775,170
3768,AC,2020-04-23,3874,409
3769,AC,2020-04-24,3912,369
3770,AC,2020-04-25,5297,356
3771,AC,2020-04-26,3715,227
3772,AC,2020-04-27,4145,305
3773,AC,2020-04-28,6234,486
3774,AC,2020-04-29,6116,442
3775,AC,2020-04-30,7410,446
3776,AC,2020-05-01,5456,458
3777,AC,2020-05-02,4848,370
3778,AC,2020-05-03,4386,265
3779,AC,2020-05-04,6961,308
3780,AC,2020-05-05,7635,591
3781,AC,2020-05-06,9887,564
3782,AC,2020-05-07,10308,732
3783,AC,2020-05-08,10488,759
3784,AC,2020-05-09,10138,670
3785,AC,2020-05-10,6237,477
3786,AC,2020-05-11,6263,484
3787,AC,2020-05-12,9611,844
3788,AC,2020-05-13,11696,778
3789,AC,2020-05-14,14133,789
3790,AC,2020-05-15,15460,913
3791,AC,2020-05-16,13936,715
3792,AC,2020-05-17,7769,503
3793,AC,2020-05-18,14562,724
3794,AC,2020-05-19,15780,987
3795,AC,2020-05-20,21529,1143
3796,AC,2020-05-21,18233,1053
3797,AC,2020-05-22,22114,1039
3798,AC,2020-05-23,16569,1043
3799,AC,2020-05-24,14641,665
3800,AC,2020-05-25,13069,732
3801,AC,2020-05-26,16330,1050
3802,AC,2020-05-27,19778,1055
3803,AC,2020-05-28,28757,1178
3804,AC,2020-05-29,26884,1135
3805,AC,2020-05-30,32329,891
3806,AC,2020-05-31,13181,472
3807,AC,2020-06-01,14961,738
3808,AC,2020-06-02,31907,1368
3809,AC,2020-06-03,26086,1194
3810,AC,2020-06-04,31127,1468
3811,AC,2020-06-05,32603,1111
3812,AC,2020-06-06,23530,796
3813,AC,2020-06-07,18573,488
3814,AC,2020-06-08,16872,832
3815,AC,2020-06-09,31570,1214
3816,AC,2020-06-10,33160,1226
3817,AC,2020-06-11,28885,1230
3818,AC,2020-06-12,25126,901
3819,AC,2020-06-13,20030,837
3820,AC,2020-06-14,18181,656
3821,AC,2020-06-15,24225,722
3822,AC,2020-06-16,37338,1374
3823,AC,2020-06-17,30961,1185
3824,AC,2020-06-18,25121,1239
3825,AC,2020-06-19,55860,1164
3826,AC,2020-06-20,29049,990
3827,AC,2020-06-21,16637,609
3828,AC,2020-06-22,26346,735
3829,AC,2020-06-23,39721,1407
3830,AC,2020-06-24,39988,1092
3831,AC,2020-06-25,42052,1180
3832,AC,2020-06-26,43326,971
3833,AC,2020-06-27,38485,1020
3834,AC,2020-06-28,33592,630
3835,AC,2020-06-29,21582,729
3836,AC,2020-06-30,39681,1318
3837,AC,2020-07-01,46128,1062
3838,AC,2020-07-02,45098,1283
3839,AC,2020-07-03,42333,1206
3840,AC,2020-07-04,31282,1018
3841,AC,2020-07-05,28185,605
3842,AC,2020-07-06,24016,667
3843,AC,2020-07-07,47136,1320
3844,AC,2020-07-08,45251,1174
3845,AC,2020-07-09,42949,1221
3846,AC,2020-07-10,44303,1299
3847,AC,2020-07-11,34052,921
3848,AC,2020-07-12,24574,628
3849,AC,2020-07-13,22405,807
3850,AC,2020-07-14,41036,1309
3851,AC,2020-07-15,41802,1263
3852,AC,2020-07-16,44335,1327
3853,AC,2020-07-17,34362,1119
3854,AC,2020-07-18,24646,832
3855,AC,2020-07-19,24582,720
3856,AC,2020-07-20,23003,773
3857,AC,2020-07-21,46932,1318
3858,AC,2020-07-22,65871,1295
3859,AC,2020-07-23,57605,1314
3860,AC,2020-07-24,55015,1105
3861,AC,2020-07-25,45058,1071
3862,AC,2020-07-26,25248,645
3863,AC,2020-07-27,28616,658
3864,AC,2020-07-28,55004,1260
3865,AC,2020-07-29,55439,1221
3866,AC,2020-07-30,57393,1183
3867,AC,2020-07-31,49701,1200
3868,AC,2020-08-01,42567,927
3869,AC,2020-08-02,21536,498
3870,AC,2020-08-03,26032,754
3871,AC,2020-08-04,53790,1152
3872,AC,2020-08-05,52713,1272
3873,AC,2020-08-06,57102,1445
3874,AC,2020-08-07,50733,1091
3875,AC,2020-08-08,47895,893
3876,AC,2020-08-09,18653,451
3877,AC,2020-08-10,30302,892
3878,AC,2020-08-11,47279,1180
3879,AC,2020-08-12,54737,1131
3880,AC,2020-08-13,55155,1138
3881,AC,2020-08-14,51781,1071
3882,AC,2020-08-15,36359,695
3883,AC,2020-08-16,22528,571
3884,AC,2020-08-17,22896,759
3885,AC,2020-08-18,44966,1279
3886,AC,2020-08-19,47684,1150
3887,AC,2020-08-20,40853,1211
3888,AC,2020-08-21,33558,1040
3889,AC,2020-08-22,45315,809
3890,AC,2020-08-23,21516,442
3891,AC,2020-08-24,21849,675
3892,AC,2020-08-25,44544,1170
3893,AC,2020-08-26,46701,1064
3894,AC,2020-08-27,37922,891
3895,AC,2020-08-28,43310,840
3896,AC,2020-08-29,30490,589
3897,AC,2020-08-30,18300,637
3898,AC,2020-08-31,52319,654
3899,AC,2020-09-01,42719,1139
3900,AC,2020-09-02,45403,1181
3901,AC,2020-09-03,45005,828
3902,AC,2020-09-04,38627,835
3903,AC,2020-09-05,33806,587
3904,AC,2020-09-06,13851,389
3905,AC,2020-09-07,8208,327
3906,AC,2020-09-08,18709,506
3907,AC,2020-09-09,36084,1138
3908,AC,2020-09-10,37073,897
3909,AC,2020-09-11,42089,872
3910,AC,2020-09-12,26849,688
3911,AC,2020-09-13,17055,447
3912,AC,2020-09-14,18872,422
3913,AC,2020-09-15,33044,1063
3914,AC,2020-09-16,33727,894
3915,AC,2020-09-17,32567,779
3916,AC,2020-09-18,43631,923
3917,AC,2020-09-19,28941,667
3918,AC,2020-09-20,14502,320
3919,AC,2020-09-21,16462,462
3920,AC,2020-09-22,30967,723
3921,AC,2020-09-23,32147,827
3922,AC,2020-09-24,30497,873
3923,AC,2020-09-25,32712,816
3924,AC,2020-09-26,24774,727
3925,AC,2020-09-27,13220,322
3926,AC,2020-09-28,15171,349
