,state,date,new_confirmed,new_deaths
2393,RN,2020-04-20,1830,108
2394,RN,2020-04-21,2711,172
2395,RN,2020-04-22,2775,170
2396,RN,2020-04-23,3874,409
2397,RN,2020-04-24,3912,369
2398,RN,2020-04-25,5297,356
2399,RN,2020-04-26,3715,227
2400,RN,2020-04-27,4145,305
2401,RN,2020-04-28,6234,486
2402,RN,2020-04-29,6116,442
2403,RN,2020-04-30,7410,446
2404,RN,2020-05-01,5456,458
2405,RN,2020-05-02,4848,370
2406,RN,2020-05-03,4386,265
2407,RN,2020-05-04,6961,308
2408,RN,2020-05-05,7635,591
2409,RN,2020-05-06,9887,564
2410,RN,2020-05-07,10308,732
2411,RN,2020-05-08,10488,759
2412,RN,2020-05-09,10138,670
2413,RN,2020-05-10,6237,477
2414,RN,2020-05-11,6263,484
2415,RN,2020-05-12,9611,844
2416,RN,2020-05-13,11696,778
2417,RN,2020-05-14,14133,789
2418,RN,2020-05-15,15460,913
2419,RN,2020-05-16,13936,715
2420,RN,2020-05-17,7769,503
2421,RN,2020-05-18,14562,724
2422,RN,2020-05-19,15780,987
2423,RN,2020-05-20,21529,1143
2424,RN,2020-05-21,18233,1053
2425,RN,2020-05-22,22114,1039
2426,RN,2020-05-23,16569,1043
2427,RN,2020-05-24,14641,665
2428,RN,2020-05-25,13069,732
2429,RN,2020-05-26,16330,1050
2430,RN,2020-05-27,19778,1055
2431,RN,2020-05-28,28757,1178
2432,RN,2020-05-29,26884,1135
2433,RN,2020-05-30,32329,891
2434,RN,2020-05-31,13181,472
2435,RN,2020-06-01,14961,738
2436,RN,2020-06-02,31907,1368
2437,RN,2020-06-03,26086,1194
2438,RN,2020-06-04,31127,1468
2439,RN,2020-06-05,32603,1111
2440,RN,2020-06-06,23530,796
2441,RN,2020-06-07,18573,488
2442,RN,2020-06-08,16872,832
2443,RN,2020-06-09,31570,1214
2444,RN,2020-06-10,33160,1226
2445,RN,2020-06-11,28885,1230
2446,RN,2020-06-12,25126,901
2447,RN,2020-06-13,20030,837
2448,RN,2020-06-14,18181,656
2449,RN,2020-06-15,24225,722
2450,RN,2020-06-16,37338,1374
2451,RN,2020-06-17,30961,1185
2452,RN,2020-06-18,25121,1239
2453,RN,2020-06-19,55860,1164
2454,RN,2020-06-20,29049,990
2455,RN,2020-06-21,16637,609
2456,RN,2020-06-22,26346,735
2457,RN,2020-06-23,39721,1407
2458,RN,2020-06-24,39988,1092
2459,RN,2020-06-25,42052,1180
2460,RN,2020-06-26,43326,971
2461,RN,2020-06-27,38485,1020
2462,RN,2020-06-28,33592,630
2463,RN,2020-06-29,21582,729
2464,RN,2020-06-30,39681,1318
2465,RN,2020-07-01,46128,1062
2466,RN,2020-07-02,45098,1283
2467,RN,2020-07-03,42333,1206
2468,RN,2020-07-04,31282,1018
2469,RN,2020-07-05,28185,605
2470,RN,2020-07-06,24016,667
2471,RN,2020-07-07,47136,1320
2472,RN,2020-07-08,45251,1174
2473,RN,2020-07-09,42949,1221
2474,RN,2020-07-10,44303,1299
2475,RN,2020-07-11,34052,921
2476,RN,2020-07-12,24574,628
2477,RN,2020-07-13,22405,807
2478,RN,2020-07-14,41036,1309
2479,RN,2020-07-15,41802,1263
2480,RN,2020-07-16,44335,1327
2481,RN,2020-07-17,34362,1119
2482,RN,2020-07-18,24646,832
2483,RN,2020-07-19,24582,720
2484,RN,2020-07-20,23003,773
2485,RN,2020-07-21,46932,1318
2486,RN,2020-07-22,65871,1295
2487,RN,2020-07-23,57605,1314
2488,RN,2020-07-24,55015,1105
2489,RN,2020-07-25,45058,1071
2490,RN,2020-07-26,25248,645
2491,RN,2020-07-27,28616,658
2492,RN,2020-07-28,55004,1260
2493,RN,2020-07-29,55439,1221
2494,RN,2020-07-30,57393,1183
2495,RN,2020-07-31,49701,1200
2496,RN,2020-08-01,42567,927
2497,RN,2020-08-02,21536,498
2498,RN,2020-08-03,26032,754
2499,RN,2020-08-04,53790,1152
2500,RN,2020-08-05,52713,1272
2501,RN,2020-08-06,57102,1445
2502,RN,2020-08-07,50733,1091
2503,RN,2020-08-08,47895,893
2504,RN,2020-08-09,18653,451
2505,RN,2020-08-10,30302,892
2506,RN,2020-08-11,47279,1180
2507,RN,2020-08-12,54737,1131
2508,RN,2020-08-13,55155,1138
2509,RN,2020-08-14,51781,1071
2510,RN,2020-08-15,36359,695
2511,RN,2020-08-16,22528,571
2512,RN,2020-08-17,22896,759
2513,RN,2020-08-18,44966,1279
2514,RN,2020-08-19,47684,1150
2515,RN,2020-08-20,40853,1211
2516,RN,2020-08-21,33558,1040
2517,RN,2020-08-22,45315,809
2518,RN,2020-08-23,21516,442
2519,RN,2020-08-24,21849,675
2520,RN,2020-08-25,44544,1170
2521,RN,2020-08-26,46701,1064
2522,RN,2020-08-27,37922,891
2523,RN,2020-08-28,43310,840
2524,RN,2020-08-29,30490,589
2525,RN,2020-08-30,18300,637
2526,RN,2020-08-31,52319,654
2527,RN,2020-09-01,42719,1139
2528,RN,2020-09-02,45403,1181
2529,RN,2020-09-03,45005,828
2530,RN,2020-09-04,38627,835
2531,RN,2020-09-05,33806,587
2532,RN,2020-09-06,13851,389
2533,RN,2020-09-07,8208,327
2534,RN,2020-09-08,18709,506
2535,RN,2020-09-09,36084,1138
2536,RN,2020-09-10,37073,897
2537,RN,2020-09-11,42089,872
2538,RN,2020-09-12,26849,688
2539,RN,2020-09-13,17055,447
2540,RN,2020-09-14,18872,422
2541,RN,2020-09-15,33044,1063
2542,RN,2020-09-16,33727,894
2543,RN,2020-09-17,32567,779
2544,RN,2020-09-18,43631,923
2545,RN,2020-09-19,28941,667
2546,RN,2020-09-20,14502,320
2547,RN,2020-09-21,16462,462
2548,RN,2020-09-22,30967,723
2549,RN,2020-09-23,32147,827
2550,RN,2020-09-24,30497,873
2551,RN,2020-09-25,32712,816
2552,RN,2020-09-26,24774,727
2553,RN,2020-09-27,13220,322
2554,RN,2020-09-28,15171,349
2555,RN,2020-09-29,30435,822
2556,RN,2020-09-30,30719,840
2557,RN,2020-10-01,33531,850
2558,RN,2020-10-02,31946,636
2559,RN,2020-10-03,21858,563
2560,RN,2020-10-04,7090,273
2561,RN,2020-10-05,23624,338
2562,RN,2020-10-06,27922,801
2563,RN,2020-10-07,24139,557
2564,RN,2020-10-08,31451,910
2565,RN,2020-10-09,25352,619
2566,RN,2020-10-10,22790,514
2567,RN,2020-10-11,10999,261
2568,RN,2020-10-12,7027,164
2569,RN,2020-10-13,10890,311
2570,RN,2020-10-14,23850,652
2571,RN,2020-10-15,18146,523
2572,RN,2020-10-16,19757,402
2573,RN,2020-10-17,30084,721
2574,RN,2020-10-18,13940,301
2575,RN,2020-10-19,13588,250
2576,RN,2020-10-20,22877,593
2577,RN,2020-10-21,23548,595
2578,RN,2020-10-22,27499,563
2579,RN,2020-10-23,25300,441
2580,RN,2020-10-24,20877,304
2581,RN,2020-10-25,9803,174
2582,RN,2020-10-26,12326,248
2583,RN,2020-10-27,16967,285
2584,RN,2020-10-28,14614,226
2585,SC,2020-03-12,45,0
2586,SC,2020-03-13,7,0
2587,SC,2020-03-14,38,0
2588,SC,2020-03-15,19,0
2589,SC,2020-03-16,121,0
2590,SC,2020-03-17,47,1
2591,SC,2020-03-18,186,2
2592,SC,2020-03-19,125,4
2593,SC,2020-03-20,237,4
2594,SC,2020-03-21,204,1
2595,SC,2020-03-22,199,0
2596,SC,2020-03-23,274,1
2597,SC,2020-03-24,238,3
2598,SC,2020-03-25,784,43
2599,SC,2020-03-26,422,18
2600,SC,2020-03-27,488,16
2601,SC,2020-03-28,250,5
2602,SC,2020-03-29,305,8
2603,SC,2020-03-30,629,60
2604,SC,2020-03-31,1164,36
2605,SC,2020-04-01,1107,42
2606,SC,2020-04-02,1169,40
2607,SC,2020-04-03,1112,81
2608,SC,2020-04-04,1130,78
2609,SC,2020-04-05,1082,53
2610,SC,2020-04-06,838,74
2611,SC,2020-04-07,1821,121
2612,SC,2020-04-08,2173,135
2613,SC,2020-04-09,1921,133
2614,SC,2020-04-10,1760,114
2615,SC,2020-04-11,1055,68
2616,SC,2020-04-12,1464,96
2617,SC,2020-04-13,1402,112
2618,SC,2020-04-14,1919,208
2619,SC,2020-04-15,3240,203
2620,SC,2020-04-16,2084,202
2621,SC,2020-04-17,3296,211
2622,SC,2020-04-18,2776,202
2623,SC,2020-04-19,1934,115
2624,SC,2020-04-20,1830,108
2625,SC,2020-04-21,2711,172
2626,SC,2020-04-22,2775,170
2627,SC,2020-04-23,3874,409
2628,SC,2020-04-24,3912,369
2629,SC,2020-04-25,5297,356
2630,SC,2020-04-26,3715,227
2631,SC,2020-04-27,4145,305
2632,SC,2020-04-28,6234,486
2633,SC,2020-04-29,6116,442
2634,SC,2020-04-30,7410,446
2635,SC,2020-05-01,5456,458
2636,SC,2020-05-02,4848,370
2637,SC,2020-05-03,4386,265
2638,SC,2020-05-04,6961,308
2639,SC,2020-05-05,7635,591
2640,SC,2020-05-06,9887,564
2641,SC,2020-05-07,10308,732
2642,SC,2020-05-08,10488,759
2643,SC,2020-05-09,10138,670
2644,SC,2020-05-10,6237,477
2645,SC,2020-05-11,6263,484
2646,SC,2020-05-12,9611,844
2647,SC,2020-05-13,11696,778
2648,SC,2020-05-14,14133,789
2649,SC,2020-05-15,15460,913
2650,SC,2020-05-16,13936,715
2651,SC,2020-05-17,7769,503
2652,SC,2020-05-18,14562,724
2653,SC,2020-05-19,15780,987
2654,SC,2020-05-20,21529,1143
2655,SC,2020-05-21,18233,1053
2656,SC,2020-05-22,22114,1039
2657,SC,2020-05-23,16569,1043
2658,SC,2020-05-24,14641,665
2659,SC,2020-05-25,13069,732
2660,SC,2020-05-26,16330,1050
2661,SC,2020-05-27,19778,1055
2662,SC,2020-05-28,28757,1178
2663,SC,2020-05-29,26884,1135
2664,SC,2020-05-30,32329,891
2665,SC,2020-05-31,13181,472
2666,SC,2020-06-01,14961,738
2667,SC,2020-06-02,31907,1368
2668,SC,2020-06-03,26086,1194
2669,SC,2020-06-04,31127,1468
2670,SC,2020-06-05,32603,1111
2671,SC,2020-06-06,23530,796
2672,SC,2020-06-07,18573,488
2673,SC,2020-06-08,16872,832
2674,SC,2020-06-09,31570,1214
2675,SC,2020-06-10,33160,1226
2676,SC,2020-06-11,28885,1230
2677,SC,2020-06-12,25126,901
2678,SC,2020-06-13,20030,837
2679,SC,2020-06-14,18181,656
2680,SC,2020-06-15,24225,722
2681,SC,2020-06-16,37338,1374
2682,SC,2020-06-17,30961,1185
2683,SC,2020-06-18,25121,1239
2684,SC,2020-06-19,55860,1164
2685,SC,2020-06-20,29049,990
2686,SC,2020-06-21,16637,609
2687,SC,2020-06-22,26346,735
2688,SC,2020-06-23,39721,1407
2689,SC,2020-06-24,39988,1092
2690,SC,2020-06-25,42052,1180
2691,SC,2020-06-26,43326,971
2692,SC,2020-06-27,38485,1020
2693,SC,2020-06-28,33592,630
2694,SC,2020-06-29,21582,729
2695,SC,2020-06-30,39681,1318
2696,SC,2020-07-01,46128,1062
2697,SC,2020-07-02,45098,1283
2698,SC,2020-07-03,42333,1206
2699,SC,2020-07-04,31282,1018
2700,SC,2020-07-05,28185,605
2701,SC,2020-07-06,24016,667
2702,SC,2020-07-07,47136,1320
2703,SC,2020-07-08,45251,1174
2704,SC,2020-07-09,42949,1221
2705,SC,2020-07-10,44303,1299
2706,SC,2020-07-11,34052,921
2707,SC,2020-07-12,24574,628
2708,SC,2020-07-13,22405,807
2709,SC,2020-07-14,41036,1309
2710,SC,2020-07-15,41802,1263
2711,SC,2020-07-16,44335,1327
2712,SC,2020-07-17,34362,1119
2713,SC,2020-07-18,24646,832
2714,SC,2020-07-19,24582,720
2715,SC,2020-07-20,23003,773
2716,SC,2020-07-21,46932,1318
2717,SC,2020-07-22,65871,1295
2718,SC,2020-07-23,57605,1314
2719,SC,2020-07-24,55015,1105
2720,SC,2020-07-25,45058,1071
2721,SC,2020-07-26,25248,645
2722,SC,2020-07-27,28616,658
2723,SC,2020-07-28,55004,1260
2724,SC,2020-07-29,55439,1221
2725,SC,2020-07-30,57393,1183
2726,SC,2020-07-31,49701,1200
2727,SC,2020-08-01,42567,927
2728,SC,2020-08-02,21536,498
2729,SC,2020-08-03,26032,754
2730,SC,2020-08-04,53790,1152
2731,SC,2020-08-05,52713,1272
2732,SC,2020-08-06,57102,1445
2733,SC,2020-08-07,50733,1091
2734,SC,2020-08-08,47895,893
2735,SC,2020-08-09,18653,451
2736,SC,2020-08-10,30302,892
2737,SC,2020-08-11,47279,1180
2738,SC,2020-08-12,54737,1131
2739,SC,2020-08-13,55155,1138
2740,SC,2020-08-14,51781,1071
2741,SC,2020-08-15,36359,695
2742,SC,2020-08-16,22528,571
2743,SC,2020-08-17,22896,759
2744,SC,2020-08-18,44966,1279
2745,SC,2020-08-19,47684,1150
2746,SC,2020-08-20,40853,1211
2747,SC,2020-08-21,33558,1040
2748,SC,2020-08-22,45315,809
2749,SC,2020-08-23,21516,442
2750,SC,2020-08-24,21849,675
2751,SC,2020-08-25,44544,1170
2752,SC,2020-08-26,46701,1064
2753,SC,2020-08-27,37922,891
2754,SC,2020-08-28,43310,840
2755,SC,2020-08-29,30490,589
2756,SC,2020-08-30,18300,637
2757,SC,2020-08-31,52319,654
2758,SC,2020-09-01,42719,1139
2759,SC,2020-09-02,45403,1181
2760,SC,2020-09-03,45005,828
2761,SC,2020-09-04,38627,835
2762,SC,2020-09-05,33806,587
2763,SC,2020-09-06,13851,389
2764,SC,2020-09-07,8208,327
2765,SC,2020-09-08,18709,506
2766,SC,2020-09-09,36084,1138
2767,SC,2020-09-10,37073,897
2768,SC,2020-09-11,42089,872
2769,SC,2020-09-12,26849,688
2770,SC,2020-09-13,17055,447
2771,SC,2020-09-14,18872,422
2772,SC,2020-09-15,33044,1063
2773,SC,2020-09-16,33727,894
2774,SC,2020-09-17,32567,779
2775,SC,2020-09-18,43631,923
2776,SC,2020-09-19,28941,667
2777,SC,2020-09-20,14502,320
2778,SC,2020-09-21,16462,462
2779,SC,2020-09-22,30967,723
2780,SC,2020-09-23,32147,827
2781,SC,2020-09-24,30497,873
2782,SC,2020-09-25,32712,816
2783,SC,2020-09-26,24774,727
2784,SC,2020-09-27,13220,322
2785,SC,2020-09-28,15171,349
2786,SC,2020-09-29,30435,822
2787,SC,2020-09-30,30719,840
2788,SC,2020-10-01,33531,850
2789,SC,2020-10-02,31946,636
2790,SC,2020-10-03,21858,563
2791,SC,2020-10-04,7090,273
2792,SC,2020-10-05,23624,338
2793,SC,2020-10-06,27922,801
2794,SC,2020-10-07,24139,557
2795,SC,2020-10-08,31451,910
2796,SC,2020-10-09,25352,619
2797,SC,2020-10-10,22790,514
2798,SC,2020-10-11,10999,261
2799,SC,2020-10-12,7027,164
2800,SC,2020-10-13,10890,311
2801,SC,2020-10-14,23850,652
2802,SC,2020-10-15,18146,523
2803,SC,2020-10-16,19757,402
2804,SC,2020-10-17,30084,721
2805,SC,2020-10-18,13940,301
2806,SC,2020-10-19,13588,250
2807,SC,2020-10-20,22877,593
2808,SC,2020-10-21,23548,595
2809,SC,2020-10-22,27499,563
2810,SC,2020-10-23,25300,441
2811,SC,2020-10-24,20877,304
2812,SC,2020-10-25,9803,174
2813,SC,2020-10-26,12326,248
2814,SC,2020-10-27,16967,285
2815,SC,2020-10-28,14614,226
2816,AM,2020-03-13,7,0
2817,AM,2020-03-14,38,0
2818,AM,2020-03-15,19,0
2819,AM,2020-03-16,121,0
2820,AM,2020-03-17,47,1
2821,AM,2020-03-18,186,2
2822,AM,2020-03-19,125,4
2823,AM,2020-03-20,237,4
2824,AM,2020-03-21,204,1
2825,AM,2020-03-22,199,0
2826,AM,2020-03-23,274,1
2827,AM,2020-03-24,238,3
2828,AM,2020-03-25,784,43
2829,AM,2020-03-26,422,18
2830,AM,2020-03-27,488,16
2831,AM,2020-03-28,250,5
2832,AM,2020-03-29,305,8
2833,AM,2020-03-30,629,60
2834,AM,2020-03-31,1164,36
2835,AM,2020-04-01,1107,42
2836,AM,2020-04-02,1169,40
2837,AM,2020-04-03,1112,81
2838,AM,2020-04-04,1130,78
2839,AM,2020-04-05,1082,53
2840,AM,2020-04-06,838,74
2841,AM,2020-04-07,1821,121
2842,AM,2020-04-08,2173,135
2843,AM,2020-04-09,1921,133
2844,AM,2020-04-10,1760,114
2845,AM,2020-04-11,1055,68
2846,AM,2020-04-12,1464,96
2847,AM,2020-04-13,1402,112
2848,AM,2020-04-14,1919,208
2849,AM,2020-04-15,3240,203
2850,AM,2020-04-16,2084,202
2851,AM,2020-04-17,3296,211
2852,AM,2020-04-18,2776,202
2853,AM,2020-04-19,1934,115
2854,AM,2020-04-20,1830,108
2855,AM,2020-04-21,2711,172
2856,AM,2020-04-22,2775,170
2857,AM,2020-04-23,3874,409
2858,AM,2020-04-24,3912,369
2859,AM,2020-04-25,5297,356
2860,AM,2020-04-26,3715,227
2861,AM,2020-04-27,4145,305
2862,AM,2020-04-28,6234,486
2863,AM,2020-04-29,6116,442
2864,AM,2020-04-30,7410,446
2865,AM,2020-05-01,5456,458
2866,AM,2020-05-02,4848,370
2867,AM,2020-05-03,4386,265
2868,AM,2020-05-04,6961,308
2869,AM,2020-05-05,7635,591
2870,AM,2020-05-06,9887,564
2871,AM,2020-05-07,10308,732
2872,AM,2020-05-08,10488,759
2873,AM,2020-05-09,10138,670
2874,AM,2020-05-10,6237,477
2875,AM,2020-05-11,6263,484
2876,AM,2020-05-12,9611,844
2877,AM,2020-05-13,11696,778
2878,AM,2020-05-14,14133,789
2879,AM,2020-05-15,15460,913
2880,AM,2020-05-16,13936,715
2881,AM,2020-05-17,7769,503
2882,AM,2020-05-18,14562,724
2883,AM,2020-05-19,15780,987
2884,AM,2020-05-20,21529,1143
2885,AM,2020-05-21,18233,1053
2886,AM,2020-05-22,22114,1039
2887,AM,2020-05-23,16569,1043
2888,AM,2020-05-24,14641,665
2889,AM,2020-05-25,13069,732
2890,AM,2020-05-26,16330,1050
2891,AM,2020-05-27,19778,1055
2892,AM,2020-05-28,28757,1178
2893,AM,2020-05-29,26884,1135
2894,AM,2020-05-30,32329,891
2895,AM,2020-05-31,13181,472
2896,AM,2020-06-01,14961,738
2897,AM,2020-06-02,31907,1368
2898,AM,2020-06-03,26086,1194
2899,AM,2020-06-04,31127,1468
2900,AM,2020-06-05,32603,1111
2901,AM,2020-06-06,23530,796
2902,AM,2020-06-07,18573,488
2903,AM,2020-06-08,16872,832
2904,AM,2020-06-09,31570,1214
2905,AM,2020-06-10,33160,1226
2906,AM,2020-06-11,28885,1230
2907,AM,2020-06-12,25126,901
2908,AM,2020-06-13,20030,837
2909,AM,2020-06-14,18181,656
2910,AM,2020-06-15,24225,722
2911,AM,2020-06-16,37338,1374
2912,AM,2020-06-17,30961,1185
2913,AM,2020-06-18,25121,1239
2914,AM,2020-06-19,55860,1164
2915,AM,2020-06-20,29049,990
2916,AM,2020-06-21,16637,609
2917,AM,2020-06-22,26346,735
2918,AM,2020-06-23,39721,1407
2919,AM,2020-06-24,39988,1092
2920,AM,2020-06-25,42052,1180
2921,AM,2020-06-26,43326,971
2922,AM,2020-06-27,38485,1020
2923,AM,2020-06-28,33592,630
2924,AM,2020-06-29,21582,729
2925,AM,2020-06-30,39681,1318
2926,AM,2020-07-01,46128,1062
2927,AM,2020-07-02,45098,1283
2928,AM,2020-07-03,42333,1206
2929,AM,2020-07-04,31282,1018
2930,AM,2020-07-05,28185,605
2931,AM,2020-07-06,24016,667
2932,AM,2020-07-07,47136,1320
2933,AM,2020-07-08,45251,1174
2934,AM,2020-07-09,42949,1221
2935,AM,2020-07-10,44303,1299
2936,AM,2020-07-11,34052,921
2937,AM,2020-07-12,24574,628
2938,AM,2020-07-13,22405,807
2939,AM,2020-07-14,41036,1309
2940,AM,2020-07-15,41802,1263
2941,AM,2020-07-16,44335,1327
2942,AM,2020-07-17,34362,1119
2943,AM,2020-07-18,24646,832
2944,AM,2020-07-19,24582,720
2945,AM,2020-07-20,23003,773
2946,AM,2020-07-21,46932,1318
2947,AM,2020-07-22,65871,1295
2948,AM,2020-07-23,57605,1314
2949,AM,2020-07-24,55015,1105
2950,AM,2020-07-25,45058,1071
2951,AM,2020-07-26,25248,645
2952,AM,2020-07-27,28616,658
2953,AM,2020-07-28,55004,1260
2954,AM,2020-07-29,55439,1221
2955,AM,2020-07-30,57393,1183
2956,AM,2020-07-31,49701,1200
2957,AM,2020-08-01,42567,927
2958,AM,2020-08-02,21536,498
2959,AM,2020-08-03,26032,754
2960,AM,2020-08-04,53790,1152
2961,AM,2020-08-05,52713,1272
2962,AM,2020-08-06,57102,1445
2963,AM,2020-08-07,50733,1091
2964,AM,2020-08-08,47895,893
2965,AM,2020-08-09,18653,451
2966,AM,2020-08-10,30302,892
2967,AM,2020-08-11,47279,1180
2968,AM,2020-08-12,54737,1131
2969,AM,2020-08-13,55155,1138
2970,AM,2020-08-14,51781,1071
2971,AM,2020-08-15,36359,695
2972,AM,2020-08-16,22528,571
2973,AM,2020-08-17,22896,759
2974,AM,2020-08-18,44966,1279
2975,AM,2020-08-19,47684,1150
2976,AM,2020-08-20,40853,1211
2977,AM,2020-08-21,33558,1040
2978,AM,2020-08-22,45315,809
2979,AM,2020-08-23,21516,442
2980,AM,2020-08-24,21849,675
2981,AM,2020-08-25,44544,1170
2982,AM,2020-08-26,46701,1064
2983,AM,2020-08-27,37922,891
2984,AM,2020-08-28,43310,840
2985,AM,2020-08-29,30490,589
2986,AM,2020-08-30,18300,637
2987,AM,2020-08-31,52319,654
2988,AM,2020-09-01,42719,1139
2989,AM,2020-09-02,45403,1181
2990,AM,2020-09-03,45005,828
2991,AM,2020-09-04,38627,835
2992,AM,2020-09-05,33806,587
2993,AM,2020-09-06,13851,389
2994,AM,2020-09-07,8208,327
2995,AM,2020-09-08,18709,506
2996,AM,2020-09-09,36084,1138
2997,AM,2020-09-10,37073,897
2998,AM,2020-09-11,42089,872
2999,AM,2020-09-12,26849,688
3000,AM,2020-09-13,17055,447
3001,AM,2020-09-14,18872,422
3002,AM,2020-09-15,33044,1063
3003,AM,2020-09-16,33727,894
3004,AM,2020-09-17,32567,779
3005,AM,2020-09-18,43631,923
3006,AM,2020-09-19,28941,667
3007,AM,2020-09-20,14502,320
3008,AM,2020-09-21,16462,462
3009,AM,2020-09-22,30967,723
3010,AM,2020-09-23,32147,827
3011,AM,2020-09-24,30497,873
3012,AM,2020-09-25,32712,816
3013,AM,2020-09-26,24774,727
3014,AM,2020-09-27,13220,322
3015,AM,2020-09-28,15171,349
3016,AM,2020-09-29,30435,822
3017,AM,2020-09-30,30719,840
3018,AM,2020-10-01,33531,850
3019,AM,2020-10-02,31946,636
3020,AM,2020-10-03,21858,563
3021,AM,2020-10-04,7090,273
3022,AM,2020-10-05,23624,338
3023,AM,2020-10-06,27922,801
3024,AM,2020-10-07,24139,557
3025,AM,2020-10-08,31451,910
3026,AM,2020-10-09,25352,619
3027,AM,2020-10-10,22790,514
3028,AM,2020-10-11,10999,261
3029,AM,2020-10-12,7027,164
3030,AM,2020-10-13,10890,311
3031,AM,2020-10-14,23850,652
3032,AM,2020-10-15,18146,523
3033,AM,2020-10-16,19757,402
3034,AM,2020-10-17,30084,721
3035,AM,2020-10-18,13940,301
3036,AM,2020-10-19,13588,250
3037,AM,2020-10-20,22877,593
3038,AM,2020-10-21,23548,595
3039,AM,2020-10-22,27499,563
3040,AM,2020-10-23,25300,441
3041,AM,2020-10-24,20877,304
3042,AM,2020-10-25,9803,174
3043,AM,2020-10-26,12326,248
3044,AM,2020-10-27,16967,285
3045,AM,2020-10-28,14614,226
3046,MS,2020-03-14,38,0
3047,MS,2020-03-15,19,0
3048,MS,2020-03-16,121,0
3049,MS,2020-03-17,47,1
3050,MS,2020-03-18,186,2
3051,MS,2020-03-19,125,4
3052,MS,2020-03-20,237,4
3053,MS,2020-03-21,204,1
3054,MS,2020-03-22,199,0
3055,MS,2020-03-23,274,1
3056,MS,2020-03-24,238,3
3057,MS,2020-03-25,784,43
3058,MS,2020-03-26,422,18
3059,MS,2020-03-27,488,16
3060,MS,2020-03-28,250,5
3061,MS,2020-03-29,305,8
3062,MS,2020-03-30,629,60
3063,MS,2020-03-31,1164,36
3064,MS,2020-04-01,1107,42
3065,MS,2020-04-02,1169,40
3066,MS,2020-04-03,1112,81
3067,MS,2020-04-04,1130,78
3068,MS,2020-04-05,1082,53
3069,MS,2020-04-06,838,74
3070,MS,2020-04-07,1821,121
3071,MS,2020-04-08,2173,135
3072,MS,2020-04-09,1921,133
3073,MS,2020-04-10,1760,114
3074,MS,2020-04-11,1055,68
3075,MS,2020-04-12,1464,96
3076,MS,2020-04-13,1402,112
3077,MS,2020-04-14,1919,208
3078,MS,2020-04-15,3240,203
3079,MS,2020-04-16,2084,202
3080,MS,2020-04-17,3296,211
3081,MS,2020-04-18,2776,202
3082,MS,2020-04-19,1934,115
3083,MS,2020-04-20,1830,108
3084,MS,2020-04-21,2711,172
3085,MS,2020-04-22,2775,170
3086,MS,2020-04-23,3874,409
3087,MS,2020-04-24,3912,369
3088,MS,2020-04-25,5297,356
3089,MS,2020-04-26,3715,227
3090,MS,2020-04-27,4145,305
3091,MS,2020-04-28,6234,486
3092,MS,2020-04-29,6116,442
3093,MS,2020-04-30,7410,446
3094,MS,2020-05-01,5456,458
3095,MS,2020-05-02,4848,370
3096,MS,2020-05-03,4386,265
3097,MS,2020-05-04,6961,308
3098,MS,2020-05-05,7635,591
3099,MS,2020-05-06,9887,564
3100,MS,2020-05-07,10308,732
3101,MS,2020-05-08,10488,759
3102,MS,2020-05-09,10138,670
3103,MS,2020-05-10,6237,477
3104,MS,2020-05-11,6263,484
3105,MS,2020-05-12,9611,844
3106,MS,2020-05-13,11696,778
3107,MS,2020-05-14,14133,789
3108,MS,2020-05-15,15460,913
3109,MS,2020-05-16,13936,715
3110,MS,2020-05-17,7769,503
3111,MS,2020-05-18,14562,724
3112,MS,2020-05-19,15780,987
3113,MS,2020-05-20,21529,1143
3114,MS,2020-05-21,18233,1053
3115,MS,2020-05-22,22114,1039
3116,MS,2020-05-23,16569,1043
3117,MS,2020-05-24,14641,665
3118,MS,2020-05-25,13069,732
3119,MS,2020-05-26,16330,1050
3120,MS,2020-05-27,19778,1055
3121,MS,2020-05-28,28757,1178
3122,MS,2020-05-29,26884,1135
3123,MS,2020-05-30,32329,891
3124,MS,2020-05-31,13181,472
3125,MS,2020-06-01,14961,738
3126,MS,2020-06-02,31907,1368
3127,MS,2020-06-03,26086,1194
3128,MS,2020-06-04,31127,1468
3129,MS,2020-06-05,32603,1111
3130,MS,2020-06-06,23530,796
3131,MS,2020-06-07,18573,488
3132,MS,2020-06-08,16872,832
3133,MS,2020-06-09,31570,1214
3134,MS,2020-06-10,33160,1226
3135,MS,2020-06-11,28885,1230
3136,MS,2020-06-12,25126,901
3137,MS,2020-06-13,20030,837
3138,MS,2020-06-14,18181,656
3139,MS,2020-06-15,24225,722
3140,MS,2020-06-16,37338,1374
3141,MS,2020-06-17,30961,1185
3142,MS,2020-06-18,25121,1239
3143,MS,2020-06-19,55860,1164
3144,MS,2020-06-20,29049,990
3145,MS,2020-06-21,16637,609
3146,MS,2020-06-22,26346,735
3147,MS,2020-06-23,39721,1407
3148,MS,2020-06-24,39988,1092
3149,MS,2020-06-25,42052,1180
3150,MS,2020-06-26,43326,971
3151,MS,2020-06-27,38485,1020
3152,MS,2020-06-28,33592,630
3153,MS,2020-06-29,21582,729
3154,MS,2020-06-30,39681,1318
3155,MS,2020-07-01,46128,1062
3156,MS,2020-07-02,45098,1283
3157,MS,2020-07-03,42333,1206
3158,MS,2020-07-04,31282,1018
3159,MS,2020-07-05,28185,605
